,artists,education,knowledge,school,science,songs,teach,teacher
4092,Killah Priest,0,0,0,24,Science Project,0,0
4046,Killah Priest,0,2,0,3,It's Over,0,0
463,Beastie Boys,0,0,0,3,"Dr. Lee, PhD",0,0
3133,Ice-T,0,0,0,2,You Played Yourself,0,0
3134,Ice-T,0,0,0,2,You Played Yourself,0,0
3135,Ice-T,0,0,0,2,You Played Yourself,0,0
3701,Jedi Mind Tricks,0,0,0,2,Imperial Tyranny,0,0
5119,Ludacris,0,0,0,2,Throw It Up,0,0
738,Blackalicious,0,0,0,2,Your Move,0,0
3122,Ice-T,0,0,0,2,The Syndicate,0,0
4197,Kool G Rap,0,0,0,2,Men at Work,0,0
4196,Kool G Rap,0,0,0,2,Men at Work,0,0
4195,Kool G Rap,0,0,0,2,Men at Work,0,0
4194,Kool G Rap,0,0,0,2,Men at Work,0,0
864,Boogie Down Productions,0,0,0,2,Blackman in Effect,0,0
4199,Kool G Rap,0,0,0,2,Money in the Bank,0,0
2940,GZA,0,0,0,0,Beneath the Surface,0,0
2973,GZA,0,0,0,0,I Gotcha Back,0,0
2963,GZA,0,0,0,0,Gold,0,0
2964,GZA,0,0,0,0,Gold,0,0
2965,GZA,0,0,0,0,Groundbreaking,0,0
2930,GZA,0,0,0,0,7 Pounds,0,0
2929,GZA,0,0,0,0,4th Chamber,0,0
2966,GZA,0,0,0,0,Hell's Wind Staff/Killah Hills 10304,0,0
2967,GZA,0,0,0,0,"High Price, Small Reward",0,0
2968,GZA,0,0,0,0,"High Price, Small Reward",0,0
2969,GZA,0,0,0,0,Highway Robbery,0,0
2970,GZA,0,0,0,0,Hip Hop Fury,0,0
2971,GZA,0,0,0,0,I Gotcha Back,0,0
2972,GZA,0,0,0,0,I Gotcha Back,0,0
2974,GZA,0,0,0,0,Investigative Reports,0,0
2961,GZA,0,0,0,0,General Principles,0,0
2928,GZA,0,0,0,0,4th Chamber,0,0
2927,GZA,0,0,0,0,4th Chamber,0,0
2926,GZA,0,0,0,0,1112,0,0
2975,GZA,0,0,0,0,Investigative Reports,0,0
2976,GZA,0,0,0,0,Investigative Reports,0,0
2977,GZA,0,0,0,0,"Knock, Knock",0,0
2978,GZA,0,0,0,0,Labels,0,0
2979,GZA,0,0,0,0,Labels,0,0
2980,GZA,0,0,0,0,Labels,0,0
2981,GZA,0,0,0,0,Legend of the Liquid Sword,0,0
2982,GZA,0,0,0,0,Life Is A Movie,0,0
2983,GZA,0,0,0,0,Life of a Drug Dealer,0,0
2962,GZA,0,0,0,0,General Principles,0,0
2960,GZA,0,0,0,0,Firehouse,0,0
2939,GZA,0,2,0,0,B.I.B.L.E. (Basic Instructions Before Leaving Earth),0,0
2952,GZA,0,0,0,0,Duel of the Iron Mic,0,0
2941,GZA,0,0,0,0,"Breaker, Breaker",0,0
2942,GZA,0,0,0,0,Cinema,0,0
2943,GZA,0,0,0,0,Cold World,0,0
2944,GZA,0,0,0,0,Cold World,0,0
2945,GZA,0,0,0,0,Cold World,0,0
2946,GZA,0,0,0,0,Columbian Ties,0,0
2947,GZA,0,0,0,0,Crash Your Crew,0,0
2948,GZA,0,0,0,0,Did Ya Say That,0,0
2949,GZA,0,0,0,0,Drama,0,0
2938,GZA,0,0,0,0,Auto Bio,0,0
2950,GZA,0,0,0,0,Duel of the Iron Mic,0,0
2951,GZA,0,0,0,0,Duel of the Iron Mic,0,0
2953,GZA,0,0,0,0,Duel of the Iron Mic,0,0
2959,GZA,0,0,0,0,Feel the Pain,0,0
2937,GZA,0,0,0,0,Animal Planet,0,0
2936,GZA,0,0,0,0,Amplified Sample,0,0
2935,GZA,0,0,0,0,Alphabets,0,0
2934,GZA,0,0,0,0,All in Together Now,0,0
2954,GZA,0,0,0,0,Exploitation of Mistakes,0,0
2933,GZA,0,0,0,0,All in Together Now,0,0
2955,GZA,0,0,0,0,Exploitation of Mistakes,0,0
2932,GZA,0,0,0,0,Advance Pawns,0,0
2956,GZA,0,0,0,0,Fam (Members Only),0,0
2957,GZA,0,0,0,0,Fame,0,0
2931,GZA,0,0,0,0,Advance Pawns,0,0
2958,GZA,0,0,0,0,Feel Like an Enemy,0,0
8899,Young Jeezy,0,0,0,0,Word Play,0,0
2986,GZA,0,0,0,0,Living Foul,0,0
2984,GZA,0,0,0,0,Liquid Swords,0,0
3027,Ice-T,0,0,2,0,6 'N the Mornin',0,0
3033,Ice-T,0,0,0,0,Check Your Game,0,0
3032,Ice-T,0,0,0,0,Body Count,0,0
3031,Ice-T,0,0,0,0,Bitches 2,0,0
3030,Ice-T,0,0,0,0,Ain't a Damn Thing Changed,0,0
3029,Ice-T,0,0,0,0,Addicted to Danger,0,0
3028,Ice-T,0,0,0,0,99 Problems,0,0
3026,Ice-T,0,0,2,0,6 'N the Mornin',0,0
2985,GZA,0,0,0,0,Liquid Swords,0,0
3025,Ice-T,0,0,0,0,409,0,0
3024,GZA,0,0,0,0,Who's Your Rhymin' Hero,0,0
3023,GZA,0,0,0,0,What Are Silly Girls Made Of,0,0
3022,GZA,0,0,0,0,Victim,0,0
3021,GZA,0,0,0,0,Uncut Material,0,0
3020,GZA,0,0,0,0,True Fresh M.C.,0,0
3034,Ice-T,0,0,0,0,Check Your Heart,0,0
3035,Ice-T,0,0,0,0,CJ Mac (Interlude),0,0
3036,Ice-T,0,0,0,0,Common Sense,0,0
3037,Ice-T,0,0,0,0,Cramp Your Style,0,0
3038,Ice-T,0,0,0,0,Cramp Your Style,0,0
3039,Ice-T,0,0,0,0,Dear Homie,0,0
3040,Ice-T,0,0,0,0,Depths of Hell,0,0
3041,Ice-T,0,0,0,0,Don't Hate the Playa,0,0
3042,Ice-T,0,0,0,0,Drama,0,0
3043,Ice-T,0,0,0,0,Ed,0,0
3044,Ice-T,0,0,0,0,Escape from the Killing Fields,0,0
3045,Ice-T,0,0,0,0,Evil E-What About Sex?,0,0
3046,Ice-T,0,0,0,0,Eye of the Storm,0,0
3047,Ice-T,0,0,0,0,First Impression,0,0
3048,Ice-T,0,0,0,0,Fly By,0,0
3049,Ice-T,0,0,0,0,Forced to Do Dirt,0,0
3050,Ice-T,0,0,0,0,Freedom of Speech,0,0
3019,GZA,0,0,0,0,Those Were the Days,0,0
3018,GZA,0,0,0,0,Those That's Bout It,0,0
3017,GZA,0,0,0,0,Those That's Bout It,0,0
3000,GZA,0,0,0,0,Shadowboxin',0,0
2924,Gucci Mane,0,0,0,0,Yella Diamonds,0,0
2987,GZA,0,0,0,0,Living in the World Today,0,0
2988,GZA,0,0,0,0,Living in the World Today,0,0
2989,GZA,0,0,0,0,Living in the World Today,0,0
2990,GZA,0,0,0,0,Luminal,0,0
2991,GZA,0,0,0,0,Mic Trippin,0,0
2992,GZA,0,0,0,0,Pass the Bone,0,0
2993,GZA,0,0,0,0,Path Of Destruction,0,0
2994,GZA,0,0,0,0,Pencil,0,0
2995,GZA,0,0,0,0,Publicity,0,0
2996,GZA,0,0,0,0,Queen's Gambit,0,0
2997,GZA,0,0,0,0,Queen's Gambit,0,0
2998,GZA,0,0,0,0,Rough Cut,0,0
2999,GZA,0,0,0,0,Shadowboxin',0,0
3001,GZA,0,0,0,0,Shadowboxin',0,0
3016,GZA,0,0,0,0,The Genius Is Slammin',0,0
3002,GZA,0,0,0,0,Shadowboxin,0,0
3003,GZA,0,0,0,0,Short Race,0,0
3004,GZA,0,0,0,0,Silent,0,0
3005,GZA,0,0,0,0,Smothered Mate,0,0
3006,GZA,0,0,0,0,Smothered Mate,0,0
3007,GZA,0,0,0,0,Sparring Minds,0,0
3008,GZA,0,0,0,0,Stay in Line,0,0
3009,GZA,0,0,0,0,Stay Out of Bars,0,0
3010,GZA,0,0,0,0,Stop the Nonsense,0,0
3011,GZA,0,0,0,0,"Stringplay (Like This, Like That)",0,0
3012,GZA,0,0,0,0,Superfreak,0,0
3013,GZA,0,0,0,0,Swordsman,0,0
3014,GZA,0,0,0,0,Swordsman,0,0
3015,GZA,0,0,0,0,Swordsman,0,0
2925,GZA,0,0,0,0,1112,0,0
2923,Gucci Mane,0,0,0,0,Worst Enemy,0,0
3052,Ice-T,0,0,0,0,Fuck It,0,0
2826,Goodie Mob,0,0,0,0,I Refuse Limitation,0,0
2832,Goodie Mob,0,0,0,0,Kolors,0,0
2831,Goodie Mob,0,0,0,0,Just Do It,0,0
2830,Goodie Mob,0,0,0,0,Just About Over,0,0
2829,Goodie Mob,0,0,0,0,Inshallah,0,0
2828,Goodie Mob,0,0,0,0,I.C.U.,0,0
2827,Goodie Mob,0,0,0,0,I'm Set,0,0
2825,Goodie Mob,0,0,0,0,I Didn't Ask to Come,0,0
2834,Goodie Mob,0,0,0,0,Play Your Flutes,0,0
2824,Goodie Mob,0,0,0,0,Gutta Butta,0,0
2823,Goodie Mob,0,0,0,0,Guess Who,0,0
2822,Goodie Mob,0,0,0,0,Greeny Green,0,0
2821,Goodie Mob,0,0,0,0,Goodie Bag,0,0
2820,Goodie Mob,0,0,0,0,Ghost of Gloria Goodchild,0,0
2819,Goodie Mob,0,0,0,0,Ghetto-ology,0,0
2833,Goodie Mob,0,0,0,0,Live at the O.M.N.I.,0,0
2835,Goodie Mob,0,0,0,0,Power,0,0
2852,Goodie Mob,0,0,0,0,Thought Process,0,0
2844,Goodie Mob,0,0,2,0,Still Standing,0,0
2850,Goodie Mob,0,0,0,0,The Dip,0,0
2849,Goodie Mob,0,0,0,0,The Day After,0,0
2848,Goodie Mob,0,0,0,0,The Damm,0,0
2847,Goodie Mob,0,0,0,0,The Coming,0,0
2846,Goodie Mob,0,0,0,0,Synopsis,0,0
2845,Goodie Mob,0,0,0,0,Street Corner,0,0
2843,Goodie Mob,0,0,0,0,Special Education,0,0
2836,Goodie Mob,0,0,0,0,Rebuilding,0,0
2842,Goodie Mob,0,0,0,0,Soul Food,0,0
2841,Goodie Mob,0,0,0,0,Sesame Street,0,0
2840,Goodie Mob,0,0,0,0,Serenity Prayer,0,0
2839,Goodie Mob,0,0,0,0,See You When I See You,0,0
2838,Goodie Mob,0,0,0,0,Rico,0,0
2837,Goodie Mob,0,0,0,0,Red Dog,0,0
2818,Goodie Mob,0,0,0,0,Get Rich to This,0,0
2817,Goodie Mob,0,0,0,0,Funeral,0,0
2816,Goodie Mob,0,0,0,0,Free,0,0
2791,Ghostface Killah,0,0,0,0,Walking Through the Darkness,0,0
2797,Ghostface Killah,0,0,0,0,Winter Warz,0,0
2796,Ghostface Killah,0,0,0,0,Wildflower,0,0
2795,Ghostface Killah,0,0,0,0,White Linen Affair (Toney Awards),0,0
2794,Ghostface Killah,0,0,0,0,When You Walk,0,0
2793,Ghostface Killah,0,0,0,0,We Made It,0,0
2792,Ghostface Killah,0,0,0,0,We Celebrate,0,0
2790,Ghostface Killah,0,0,0,0,Walk Around,0,0
2815,Goodie Mob,0,0,0,0,Fly Away,0,0
2789,Ghostface Killah,0,0,0,0,Underwater,0,0
2788,Ghostface Killah,0,0,0,0,Troublemakers,0,0
2787,Ghostface Killah,0,0,0,0,Tooken Back,0,0
2786,Ghostface Killah,0,0,0,0,Three Bricks,0,0
2785,Ghostface Killah,0,0,0,0,Theodore,0,0
2784,Ghostface Killah,0,0,0,0,The Watch,0,0
2798,Ghostface Killah,0,0,0,0,Yapp City,0,0
2799,Ghostface Killah,0,0,0,0,Yolanda's House,0,0
2800,Ghostface Killah,0,0,0,0,You Know I'm No Good,0,0
2801,Ghostface Killah,0,0,0,0,You Know I'm No Good,0,0
2802,Goodie Mob,0,0,0,0,All A's,0,0
2803,Goodie Mob,0,0,0,0,Amy,0,0
2804,Goodie Mob,0,0,0,0,Beautiful Skin,0,0
2805,Goodie Mob,0,0,0,0,Black Ice,0,0
2806,Goodie Mob,0,0,0,0,Blood,0,0
2807,Goodie Mob,0,0,0,0,Cee-Lo,0,0
2808,Goodie Mob,0,0,0,0,Cell Therapy,0,0
2809,Goodie Mob,0,0,0,0,Cutty Buddy,0,0
2810,Goodie Mob,0,0,0,0,Dead Homies,0,0
2811,Goodie Mob,0,0,0,0,Dirty South,0,0
2812,Goodie Mob,0,0,0,0,Distant Wilderness,0,0
2813,Goodie Mob,0,0,0,0,Fie Fie Delish,0,0
2814,Goodie Mob,0,0,0,0,Fighting,0,0
2851,Goodie Mob,0,0,0,0,The Experience,0,0
2853,Goodie Mob,0,0,0,0,Understanding,0,0
2922,Gucci Mane,0,0,0,0,What It's Gonna Be,0,0
2897,Gucci Mane,0,0,0,0,Missing,0,0
2903,Gucci Mane,0,0,0,0,Party Animal,0,0
2902,Gucci Mane,0,0,0,0,Odog,0,0
2901,Gucci Mane,0,0,4,0,Neva Had Sh*t,0,0
2900,Gucci Mane,0,0,0,0,Murder Was the Case,0,0
2899,Gucci Mane,0,0,0,0,Murder for Fun,0,0
2898,Gucci Mane,0,0,0,0,Money Don't Matter,0,0
2896,Gucci Mane,0,0,0,0,Making Love to the Money,0,0
2905,Gucci Mane,0,0,0,0,Remember When,0,0
2895,Gucci Mane,0,0,0,0,Little Friend,0,0
2894,Gucci Mane,0,0,0,0,Lil Kim Speaks,0,0
2893,Gucci Mane,0,0,0,0,Lemonade,0,0
2892,Gucci Mane,0,0,0,0,Lawnmower Man,0,0
2891,Gucci Mane,0,0,0,0,Kush Is My Cologne,0,0
2890,Gucci Mane,0,0,0,0,It's Alive,0,0
2904,Gucci Mane,0,0,0,0,Pyrex Pot,0,0
2906,Gucci Mane,0,0,0,0,Rich Nigga,0,0
2854,Goodie Mob,0,0,0,0,What It Ain't,0,0
2915,Gucci Mane,0,0,0,0,The Movie,0,0
2921,Gucci Mane,0,0,0,0,Weirdo,0,0
2920,Gucci Mane,0,0,0,0,Wasted,0,0
2919,Gucci Mane,0,0,0,0,Wasted,0,0
2918,Gucci Mane,0,0,0,0,Volume,0,0
2917,Gucci Mane,0,0,0,0,Two Thangs,0,0
2916,Gucci Mane,0,0,0,0,Trap Talk,0,0
2914,Gucci Mane,0,0,0,0,That's My Hood,0,0
2907,Gucci Mane,0,0,0,0,Runnin Back (Getting Fat),0,0
2913,Gucci Mane,0,0,0,0,That's All,0,0
2912,Gucci Mane,0,0,0,0,Stupid Wild,0,0
2911,Gucci Mane,0,0,0,0,Stoopid,0,0
2910,Gucci Mane,0,0,0,0,Spotlight,0,0
2909,Gucci Mane,0,0,0,0,SportsCenter,0,0
2908,Gucci Mane,0,0,0,0,Sex in Crazy Places,0,0
2889,Gucci Mane,0,0,0,0,Icy,0,0
2888,Gucci Mane,0,0,0,0,I Think I'm In Love,0,0
2887,Gucci Mane,0,0,0,0,Hustle,0,0
2862,Gucci Mane,0,0,0,0,Black Tee,0,0
2868,Gucci Mane,0,0,0,0,Coca Coca,0,0
2867,Gucci Mane,0,0,0,0,Bricks,0,0
2866,Gucci Mane,0,0,0,0,Brand New,0,0
2865,Gucci Mane,0,0,0,0,Boy from the Block,0,0
2864,Gucci Mane,0,0,0,0,Booty Shorts,0,0
2863,Gucci Mane,0,0,0,0,Block Party,0,0
2861,Gucci Mane,0,0,0,0,Bingo,0,0
2886,Gucci Mane,0,0,0,0,Heavy,0,0
2860,Gucci Mane,0,0,0,0,Beat It Up,0,0
2859,Gucci Mane,0,0,0,0,Bad Bad Bad,0,0
2858,Gucci Mane,0,0,0,0,Atlanta Zoo,0,0
2857,Gucci Mane,0,0,0,0,Antisocial,0,0
2856,Gucci Mane,0,0,0,0,All About the Money,0,0
2855,Goodie Mob,0,0,0,0,World Party,0,0
2869,Gucci Mane,0,0,2,0,Corner Cuttin,0,0
2870,Gucci Mane,0,0,0,0,Cuttin off Fingaz,0,0
2871,Gucci Mane,0,0,0,0,Damn Shawty,0,0
2872,Gucci Mane,0,0,0,0,Dollar Sign,0,0
2873,Gucci Mane,0,0,0,0,Everybody Looking,0,0
2874,Gucci Mane,0,0,0,0,Fast Break,0,0
2875,Gucci Mane,0,0,0,0,Gangs,0,0
2876,Gucci Mane,0,0,0,0,Get Low (Like a Lambo),0,0
2877,Gucci Mane,0,0,0,0,Gingerbread Man,0,0
2878,Gucci Mane,0,0,0,0,Go Head,0,0
2879,Gucci Mane,0,0,0,0,Grown Man,0,0
2880,Gucci Mane,0,0,0,0,Gucci on the Rise,0,0
2881,Gucci Mane,0,0,0,0,Gucci Speaks,0,0
2882,Gucci Mane,0,0,0,0,Gucci Speaks,0,0
2883,Gucci Mane,0,0,0,0,Gucci Speaks,0,0
2884,Gucci Mane,0,0,0,0,Gucci Time,0,0
2885,Gucci Mane,0,0,0,0,Haterade,0,0
3051,Ice-T,0,0,0,0,Fried Chicken,0,0
3058,Ice-T,0,0,0,0,God Forgive Me,0,0
3053,Ice-T,0,0,0,0,G Style,0,0
3239,Ice Cube,0,0,0,0,True to the Game,0,0
3245,Ice Cube,0,0,0,0,What Can I Do?,0,0
3244,Ice Cube,0,0,0,0,Waitin' Ta Hate,0,0
3243,Ice Cube,0,0,0,0,Us,0,0
3242,Ice Cube,0,0,0,0,Urbanian,0,0
3241,Ice Cube,0,0,0,0,Until We Rich,0,0
3240,Ice Cube,0,0,0,0,Turn Off the Radio,0,0
3238,Ice Cube,0,0,0,0,Too West Coast,0,0
3230,Ice Cube,0,0,0,0,The Game Lord,0,0
3237,Ice Cube,0,0,0,0,Tomorrow,0,0
3236,Ice Cube,0,0,2,0,The Product,0,0
3235,Ice Cube,0,0,0,0,The Predator,0,0
3234,Ice Cube,0,0,0,0,The Peckin' Order,0,0
3233,Ice Cube,0,0,0,0,The Nigga Ya Love to Hate,0,0
3232,Ice Cube,0,0,0,0,The Nigga Trapp,0,0
3246,Ice Cube,0,0,0,0,What Is a Pyroclastic Flow?,0,0
3247,Ice Cube,0,0,0,0,What They Hittin' Foe?,0,0
3248,Ice Cube,0,2,0,0,When I Get to Heaven,0,0
3249,Ice Cube,0,0,0,0,When Will They Shoot?,0,0
3250,Ice Cube,0,0,0,0,Who Got the Camera?,0,0
3251,Ice Cube,0,0,0,0,Who's the Mack?,0,0
3252,Ice Cube,0,0,0,0,Why Me?,0,0
3253,Ice Cube,0,0,0,0,Why We Thugs,0,0
3254,Ice Cube,0,0,0,0,Wicked,0,0
3255,Ice Cube,0,0,0,0,X-Bitches,0,0
3256,Ice Cube,0,0,0,0,Ya'll Know How I Am,0,0
3257,Ice Cube,0,0,0,0,You Ain't Gotta Lie (Ta Kick It),0,0
3258,Ice Cube,0,0,0,0,You Can Do It,0,0
3259,Ice Cube,0,0,0,0,You Gotta Lotta That,0,0
3260,Ice Cube,0,0,0,0,You Know How We Do It,0,0
3261,Ice Cube,0,0,0,0,Your Money or Your Life,0,0
3262,Immortal Technique,0,0,0,0,Crimes of the Heart,0,0
3231,Ice Cube,0,0,0,0,The Gutter Shit,0,0
3229,Ice Cube,0,0,0,0,The Funeral,0,0
3054,Ice-T,0,0,0,0,Gangsta Rap,0,0
3204,Ice Cube,0,0,0,0,Nothing Like L.A.,0,0
3210,Ice Cube,0,0,0,0,Robin Lench,0,0
3209,Ice Cube,0,0,0,0,Record Company Pimpin',0,0
3208,Ice Cube,0,0,0,0,Really Doe,0,0
3207,Ice Cube,0,0,0,0,Pushin' Weight,0,0
3206,Ice Cube,0,0,0,0,Penitentiary,0,0
3205,Ice Cube,0,0,0,0,Once Upon a Time in the Projects,0,0
3203,Ice Cube,0,0,0,0,No Vaseline,0,0
3228,Ice Cube,0,0,0,0,The Drive-By,0,0
3202,Ice Cube,0,0,2,0,No Country for Young Men,0,0
3201,Ice Cube,0,0,0,0,My Summer Vacation,0,0
3200,Ice Cube,0,0,0,0,Man's Best Friend,0,0
3199,Ice Cube,0,0,0,0,"Make It Ruff, Make It Smooth",0,0
3198,Ice Cube,0,0,0,0,Look Who's Burnin',0,0
3197,Ice Cube,0,0,0,0,Lil Ass Gee,0,0
3211,Ice Cube,0,0,0,0,Roll All Day,0,0
3212,Ice Cube,0,0,0,0,Rollin' Wit the Lench Mob,0,0
3213,Ice Cube,0,0,0,0,Say Hi to the Bad Guy,0,0
3214,Ice Cube,0,0,0,0,She Couldn't Make It on Her Own,0,0
3215,Ice Cube,0,0,0,0,Smoke Some Weed,0,0
3216,Ice Cube,0,0,0,0,Soul on Ice,0,0
3217,Ice Cube,0,0,0,0,Spittin' Pollaseeds,0,0
3218,Ice Cube,0,0,0,0,Stand Tall,0,0
3219,Ice Cube,0,0,0,0,Steady Mobbin',0,0
3220,Ice Cube,0,0,0,0,Steal the Show,0,0
3221,Ice Cube,0,0,0,0,Stop Snitchin',0,0
3222,Ice Cube,0,0,0,0,Supreme Hustle,0,0
3223,Ice Cube,0,0,0,0,Take Me Away,0,0
3224,Ice Cube,0,0,0,0,Thank God,0,0
3225,Ice Cube,0,0,0,0,The Birth,0,0
3226,Ice Cube,0,0,0,0,The Bomb,0,0
3227,Ice Cube,0,0,0,0,The Curse of Money,0,0
3263,Immortal Technique,0,0,0,0,Crossing the Boundary,0,0
3264,Immortal Technique,0,0,0,0,Dance With the Devil,0,0
3265,Immortal Technique,0,0,0,0,Death March,0,0
3308,J. Cole,0,0,0,0,Cole World,0,0
3314,J. Cole,0,0,0,0,God's Gift,0,0
3313,J. Cole,0,0,0,0,Get It,0,0
3312,J. Cole,0,0,0,0,Forbidden Fruit,0,0
3311,J. Cole,0,0,0,0,Dollar and a Dream III,0,0
3310,J. Cole,0,0,0,0,Dead Presidents,0,0
3309,J. Cole,0,0,0,0,Crooked Smile,0,0
3307,J. Cole,0,0,0,0,Chaining Day,0,0
3266,Immortal Technique,0,2,0,0,Dominant Species,0,0
3306,J. Cole,0,0,0,0,Carolina On My Mind,0,0
3305,J. Cole,0,0,0,0,Can't Get Enough,0,0
3304,J. Cole,0,0,0,0,Can't Cry,0,0
3303,J. Cole,0,0,0,0,Breakdown,0,0
3302,J. Cole,0,0,0,0,Born Sinner,0,0
3301,J. Cole,0,0,0,0,Ain't That Some Shit (Interlude),0,0
3315,J. Cole,0,0,0,0,Goin Off,0,0
3316,J. Cole,0,0,0,0,Homecoming,0,0
3317,J. Cole,0,0,0,0,I'm The Man,0,0
3318,J. Cole,0,0,0,0,In the Morning,0,0
3319,J. Cole,0,0,0,0,Kerney Sermon (Skit),0,0
3320,J. Cole,0,0,0,0,Land of the Snakes,0,0
3321,J. Cole,0,0,0,0,Let Nas Down,0,0
3322,J. Cole,0,0,0,0,Lights Please,0,0
3323,J. Cole,0,0,0,0,Lost Ones,0,0
3324,J. Cole,0,0,0,0,Mighty Crazy,0,0
3325,J. Cole,0,0,0,0,Mo Money (Interlude),0,0
3326,J. Cole,0,0,0,0,Mr. Nice Watch,0,0
3327,J. Cole,0,0,0,0,Never Told,0,0
3328,J. Cole,0,0,0,0,Nobody's Perfect,0,0
3329,J. Cole,0,0,0,0,Power Trip,0,0
3330,J. Cole,0,0,0,0,Quote Me,0,0
3331,J. Cole,0,0,0,0,Rich Niggaz,0,0
3300,Immortal Technique,0,0,0,0,You Never Know,0,0
3299,Immortal Technique,0,0,0,0,Watchout,0,0
3298,Immortal Technique,0,0,0,0,Understand Why,0,0
3281,Immortal Technique,0,0,0,0,Payback,0,0
3267,Immortal Technique,0,0,0,0,Freedom of Speech,0,0
3268,Immortal Technique,0,0,0,0,Golpe de Estado,0,0
3269,Immortal Technique,0,0,0,0,Harlem Renaissance,0,0
3270,Immortal Technique,0,0,0,0,Harlem Streets,0,0
3271,Immortal Technique,0,0,0,0,Homeland and Hip Hop,0,0
3272,Immortal Technique,0,0,0,0,Industrial Revolution,0,0
3273,Immortal Technique,0,0,0,0,Internally Bleeding,0,0
3274,Immortal Technique,0,0,0,0,Leaving the Past,0,0
3275,Immortal Technique,0,0,0,0,Lick Shots,0,0
3276,Immortal Technique,0,0,0,0,Mistakes,0,0
3277,Immortal Technique,0,0,0,0,No Me Importa,0,0
3278,Immortal Technique,0,0,0,0,No Mercy,0,0
3279,Immortal Technique,0,0,0,0,Obnoxious,0,0
3280,Immortal Technique,0,0,0,0,Open Your Eyes,0,0
3282,Immortal Technique,0,0,0,0,Positive Balance,0,0
3297,Immortal Technique,0,0,0,0,Top of the Food Chain,0,0
3283,Immortal Technique,0,0,0,0,Rebel Arms,0,0
3284,Immortal Technique,0,0,0,0,Reverse Pimpology,0,0
3285,Immortal Technique,0,0,0,0,Revolutionary (Intro),0,0
3286,Immortal Technique,0,0,0,0,Revolutionary,0,0
3287,Immortal Technique,0,0,0,0,Speak Your Mind,0,0
3288,Immortal Technique,0,0,0,0,Stronghold Grip,0,0
3289,Immortal Technique,0,0,0,0,That's What It Is,0,0
3290,Immortal Technique,0,0,0,0,The 3rd World,0,0
3291,Immortal Technique,0,0,0,0,The 4th Branch,0,0
3292,Immortal Technique,0,0,0,0,The Cause of Death,0,0
3293,Immortal Technique,0,0,0,0,The Getaway,0,0
3294,Immortal Technique,0,0,0,0,The Illest,0,0
3295,Immortal Technique,0,0,0,0,The Poverty of Philosophy,0,0
3296,Immortal Technique,0,0,0,0,The Prophecy,0,0
3196,Ice Cube,0,0,0,0,Life in California,0,0
3195,Ice Cube,0,0,0,0,"Laugh Now, Cry Later",0,0
3194,Ice Cube,0,0,0,0,Jackin' for Beats,0,0
3096,Ice-T,0,0,0,0,Personal,0,0
3102,Ice-T,0,0,0,0,Race War,2,0
3101,Ice-T,0,0,0,0,Pulse of the Rhyme,0,0
3100,Ice-T,0,0,0,0,Prepared to Die,0,0
3099,Ice-T,0,0,0,0,Power,0,0
3098,Ice-T,0,0,0,0,Please Believe Me,0,0
3097,Ice-T,0,0,0,0,Pimp Anthem,0,0
3095,Ice-T,0,0,0,0,Peel Their Caps Back,0,0
3121,Ice-T,0,0,0,0,The Lane,0,0
3094,Ice-T,0,0,0,0,Peel Their Caps Back,0,0
3093,Ice-T,0,0,0,0,Pain,0,0
3092,Ice-T,0,0,0,0,O.G. Original Gangster,0,0
3091,Ice-T,0,0,0,0,New Life,0,0
3090,Ice-T,0,0,0,0,New Jack Hustler,0,0
3089,Ice-T,0,0,0,0,"N.Y., N.Y.",0,0
3103,Ice-T,0,0,0,0,Radio Suckers,0,0
3104,Ice-T,0,0,0,0,Rap Game's Hijacked,0,0
3105,Ice-T,0,0,0,0,Retaliation,0,0
3106,Ice-T,0,0,0,0,Sex,0,0
3107,Ice-T,0,0,0,0,Sex,0,0
3108,Ice-T,0,0,0,0,Soul on Ice,0,0
3109,Ice-T,0,0,0,0,Squeeze the Trigger,0,0
3110,Ice-T,0,0,0,0,Straight Up Nigga,0,0
3111,Ice-T,0,0,0,0,Street Killer,0,0
3112,Ice-T,0,0,2,0,That's How I'm Livin',0,0
3113,Ice-T,0,0,2,0,That's How I'm Livin',0,0
3114,Ice-T,0,0,0,0,The 5th,0,0
3115,Ice-T,0,0,0,0,The 7th,0,0
3116,Ice-T,0,0,0,0,The Games Real,0,0
3117,Ice-T,0,0,0,0,The Girl Tried to Kill Me,0,0
3118,Ice-T,0,0,0,0,The House,0,0
3119,Ice-T,0,0,0,0,The Hunted Child,0,0
3088,Ice-T,0,0,0,0,My Word Is Bond,0,0
3087,Ice-T,0,0,0,0,My Baby,0,0
3086,Ice-T,0,0,0,0,Mind over Matter,0,0
3069,Ice-T,0,0,0,0,I Ain't New Ta This,0,0
3055,Ice-T,0,0,0,0,Get Your Moneyman,0,0
3056,Ice-T,0,0,0,0,Girls L.G.B.N.A.F.,0,0
3057,Ice-T,0,0,0,0,Girls L.G.B.N.A.F.,0,0
2782,Ghostface Killah,0,0,0,0,The Soul Controller,0,0
3059,Ice-T,0,0,0,0,Gotta Lotta Love,0,0
3060,Ice-T,0,0,0,0,Grand Larceny,0,0
3061,Ice-T,0,0,0,0,Hardcore,0,0
3062,Ice-T,0,0,0,0,Heartbeat,0,0
3063,Ice-T,0,0,0,0,High Rollers,0,0
3064,Ice-T,0,0,0,0,High Rollers,0,0
